mz,intensity,rt,group
577.3946,638392,913,M577_R913_8786
577.4095,36154,775,M577_R775_8787
578.1394,727532,480,M578_R480_8792
578.1601,48016,385,M578_R385_8793
578.2541,150437,402,M578_R402_8795
578.283,31675,673,M578_R673_8796
578.3561,15568,914,M578_R914_8797
578.3788,109065,867,M578_R867_8798
578.3982,95188,910,M578_R910_8800
579.0766,10098,587,M579_R587_8801
579.1445,26574,1005,M579_R1005_8802
579.1425,54039,476,M579_R476_8803
579.1729,446591,332,M579_R332_8804
579.2465,25610,562,M579_R562_8805
579.2782,40831,673,M579_R673_8806
579.2966,15021,405,M579_R405_8807
579.2927,11093,504,M579_R504_8808
579.326,33827,891,M579_R891_8811
579.3548,94894,908,M579_R908_8813
579.3546,11987,809,M579_R809_8814
579.3596,90061,996,M579_R996_8816
579.3762,46348,713,M579_R713_8817
579.3909,25394,915,M579_R915_8818
579.3905,113186,682,M579_R682_8819
579.3906,24417,768,M579_R768_8820
579.4109,107443,865,M579_R865_8822
579.4983,26650,1174,M579_R1174_8824
580.1768,79810,348,M580_R348_8829
580.3795,24512,697,M580_R697_8832
580.4085,93694,430,M580_R430_8834
580.4075,15908,793,M580_R793_8835
580.9644,13902,725,M581_R725_8840
581.1785,13410,348,M581_R348_8842
581.2388,12409,784,M581_R784_8843
581.2966,35737,569,M581_R569_8846
581.3003,71210,969,M581_R969_8847
581.3107,11080,406,M581_R406_8848
581.3179,259116,712,M581_R712_8849
581.334,81073,424,M581_R424_8850
581.3544,21303,609,M581_R609_8851
581.4912,24467,1174,M581_R1174_8860
582.262,52921,475,M582_R475_8862
582.3161,13842,682,M582_R682_8864
582.3289,1850372,639,M582_R639_8866
582.9889,80932,690,M583_R690_8869
583.1829,10361,655,M583_R655_8870
583.1985,12586,723,M583_R723_8871
583.263,49004,455,M583_R455_8872
583.3127,21629,1053,M583_R1053_8874
583.3138,67032,628,M583_R628_8876
583.3262,223869,408,M583_R408_8877
583.3288,1055107,881,M583_R881_8878
583.3315,422525,623,M583_R623_8879
583.334,1330840,441,M583_R441_8880
583.3479,80353,738,M583_R738_8881
583.3708,231200,507,M583_R507_8883
583.368,895191,1143,M583_R1143_8884
583.3975,67601,1112,M583_R1112_8886
583.4091,27812,693,M583_R693_8888
583.5629,14291,1143,M584_R1143_8892
583.9837,1705032,696,M584_R696_8893
584.3327,194211,908,M584_R908_8896
584.3376,232705,442,M584_R442_8897
584.3407,106209,618,M584_R618_8898
584.3736,23682,514,M584_R514_8899
584.372,267598,1144,M584_R1144_8900
584.4091,13560,1092,M584_R1092_8903
584.42,1569167,317,M584_R317_8904
584.4896,24347,1140,M584_R1140_8906
584.9867,247158,703,M585_R703_8908
585.2924,2070352,547,M585_R547_8910
585.2871,297443,742,M585_R742_8911
585.3286,26136633,630,M585_R630_8914
585.3288,1739163,1104,M585_R1104_8915
585.3295,3522875,982,M585_R982_8916
585.3323,184597,805,M585_R805_8917
585.344,6421906,904,M585_R904_8918
585.35,28572,409,M585_R409_8919
585.3471,10166,702,M585_R702_8920
585.3655,4262660,902,M585_R902_8921
585.3856,23764,723,M585_R723_8922
585.3702,55568,1143,M585_R1143_8923
585.4019,209057,1061,M585_R1061_8924
585.4121,122531,989,M585_R989_8926
585.4236,411446,318,M585_R318_8927
585.4324,19108,1101,M585_R1101_8928
585.5243,662369,625,M586_R625_8931
585.5235,176604,1036,M586_R1036_8932
585.5401,13286,910,M586_R910_8934
585.5607,168857,979,M586_R979_8935
585.697,81276,1034,M586_R1034_8937
585.7042,183075,623,M586_R623_8938
585.6985,48351,1020,M586_R1020_8939
585.8835,15584,1027,M586_R1027_8940
585.8831,17812,653,M586_R653_8941
585.9815,69967,703,M586_R703_8942
586.2896,86067,743,M586_R743_8944
586.2965,437921,541,M586_R541_8945
586.3318,338574,1104,M586_R1104_8946
586.3236,870251,527,M586_R527_8947
586.3321,10725352,650,M586_R650_8949
586.3328,2435600,1019,M586_R1019_8950
586.3477,1844284,894,M586_R894_8951
586.3688,1149128,927,M586_R927_8952
586.4064,13591,1068,M586_R1068_8954
586.4147,15483,989,M586_R989_8955
586.4258,37875,314,M586_R314_8956
586.4707,14995,976,M586_R976_8959
586.5059,12348,1056,M587_R1056_8960
586.5277,148827,625,M587_R625_8961
586.528,31864,1027,M587_R1027_8962
586.7067,10130,1034,M587_R1034_8963
587.2973,11568,741,M587_R741_8965
587.3087,29944268,570,M587_R570_8966
587.3083,911729,996,M587_R996_8967
587.3349,1831199,639,M587_R639_8968
587.3226,149079,523,M587_R523_8969
587.3347,535676,1031,M587_R1031_8970
587.3483,1383254,840,M587_R840_8971
587.3427,2003571,618,M587_R618_8972
587.3658,1622582,757,M587_R757_8973
587.3713,419859,961,M587_R961_8974
587.381,30331,1132,M587_R1132_8975
587.3955,15618,849,M587_R849_8976
587.4113,181796,1060,M587_R1060_8977
587.5031,1382579,541,M588_R541_8978
587.6846,361897,543,M588_R543_8980
587.8629,102675,547,M588_R547_8981
588.3049,58525,639,M588_R639_8984
588.3117,152212,999,M588_R999_8985
588.3115,16862807,559,M588_R559_8986
588.3341,33747,1027,M588_R1027_8987
588.3464,371747,617,M588_R617_8988
588.3514,215688,837,M588_R837_8989
588.3694,265867,757,M588_R757_8990
588.4113,10454,882,M588_R882_8992
588.4483,26278,945,M588_R945_8995
588.4765,44223,1038,M588_R1038_8996
588.508,222343,543,M589_R543_8998
588.6873,10577,551,M589_R551_8999
589.1158,11140,872,M589_R872_9000
589.2886,14237,549,M589_R549_9002
589.3131,24732,1005,M589_R1005_9003
589.3191,3065988,550,M589_R550_9004
589.3237,36032,1073,M589_R1073_9005
589.3456,103402,724,M589_R724_9006
589.3373,146739,596,M589_R596_9007
589.3629,24011,759,M589_R759_9009
589.4128,1640693,1037,M589_R1037_9011
589.4298,134131,1055,M589_R1055_9012
589.4508,148865,1158,M589_R1158_9013
589.4808,10831,1033,M589_R1033_9015
590.1522,17771,511,M590_R511_9017
590.3164,279504,537,M590_R537_9019
590.3272,183293,594,M590_R594_9021
590.3273,39740,519,M590_R519_9022
590.4163,452022,1038,M590_R1038_9024
590.4525,51886,1143,M590_R1143_9026
590.4927,38738,1191,M590_R1191_9028
591.21,98194,485,M591_R485_9032
591.2242,59400,688,M591_R688_9033
591.2953,1297081,733,M591_R733_9036
591.3011,61866,255,M591_R255_9037
591.3237,466429,322,M591_R322_9038
591.3952,117786,1128,M591_R1128_9040
591.3931,77584,885,M591_R885_9041
591.412,72017,943,M591_R943_9042
591.4205,60531,1038,M591_R1038_9043
591.4475,62725,1041,M591_R1041_9044
591.4578,11213,1174,M591_R1174_9045
592.2135,22928,500,M592_R500_9048
592.2984,226398,733,M592_R733_9051
592.326,18271,340,M592_R340_9053
592.9088,24847,826,M593_R826_9058
593.091,150272,652,M593_R652_9059
593.1306,1055956,520,M593_R520_9060
593.1511,15703,281,M593_R281_9061
593.1879,138878,465,M593_R465_9062
593.2615,51861,450,M593_R450_9064
593.2616,45609,595,M593_R595_9065
593.2941,316070,732,M593_R732_9066
593.3331,13717,673,M593_R673_9067
593.3542,13987,811,M593_R811_9068
593.3696,10588,740,M593_R740_9069
593.3914,118108,742,M593_R742_9070
593.4782,61560,1175,M593_R1175_9073
594.0039,36340,839,M594_R839_9076
594.1342,101960,526,M594_R526_9077
594.1904,30374,466,M594_R466_9078
594.2646,12196,595,M594_R595_9079
594.2963,42322,698,M594_R698_9080
594.395,23579,741,M594_R741_9081
594.402,19893,852,M594_R852_9082
594.4854,36084,1019,M594_R1019_9085
594.9648,15355,688,M595_R688_9088
595.1076,72849,637,M595_R637_9089
595.2747,790795,669,M595_R669_9091
595.2734,89329,513,M595_R513_9092
595.3114,147461,578,M595_R578_9093
595.3625,22915,827,M595_R827_9094
595.3697,34595,628,M595_R628_9095
595.3789,12092,935,M595_R935_9096
595.4057,147690,783,M595_R783_9097
595.526,83855,1146,M596_R1146_9101
595.5286,110360,1127,M596_R1127_9102
596.0009,35215,845,M596_R845_9103
596.3347,392020,850,M596_R850_9105
596.3735,10246,650,M596_R650_9107
596.4029,29138,723,M596_R723_9109
596.5334,40272,1136,M597_R1136_9110
597.1768,128880,681,M597_R681_9113
597.2404,20364,953,M597_R953_9114
597.2872,22642,868,M597_R868_9115
597.2939,72567,582,M597_R582_9116
597.338,98152,842,M597_R842_9117
597.3499,16714,511,M597_R511_9118
597.3652,271533,765,M597_R765_9119
597.3656,17900,1105,M597_R1105_9120
597.3858,117715,541,M597_R541_9121
597.3857,18314,1160,M597_R1160_9122
597.3968,33391,893,M597_R893_9123
597.4026,169233,1119,M597_R1119_9125
597.4328,13996,1110,M597_R1110_9128
597.4737,12274,1144,M597_R1144_9130
598.181,30974,681,M598_R681_9132
598.3234,46516,560,M598_R560_9135
598.3684,18004,762,M598_R762_9137
598.4047,13282,1118,M598_R1118_9138
598.4007,12079,893,M598_R893_9139
598.4197,35129,376,M598_R376_9140
598.5062,258907,1041,M599_R1041_9141
598.9241,2967865,745,M599_R745_9142
599.1269,507207,774,M599_R774_9143
599.2904,109453,1077,M599_R1077_9145
599.3031,51232,763,M599_R763_9146
599.3083,11310293,578,M599_R578_9147
599.3346,25941,1042,M599_R1042_9148
599.3443,668934,659,M599_R659_9149
599.3442,148385,1053,M599_R1053_9150
599.3652,369083,437,M599_R437_9151
599.3674,116754,1002,M599_R1002_9152
599.381,1300936,960,M599_R960_9154
599.3977,39968,1032,M599_R1032_9155
599.4175,232694,1114,M599_R1114_9156
599.5051,137664,568,M600_R568_9160
599.5082,87951,1043,M600_R1043_9161
599.6288,48579,780,M600_R780_9163
599.9272,453815,754,M600_R754_9165
600.1274,12155,778,M600_R778_9166
600.1934,96331,716,M600_R716_9167
600.312,2994608,578,M600_R578_9169
600.3394,4336240,572,M600_R572_9170
600.3487,134136,653,M600_R653_9172
600.3688,69613,442,M600_R442_9173
600.3705,29598,1002,M600_R1002_9174
600.3842,580852,974,M600_R974_9175
600.3904,1429465,317,M600_R317_9176
600.4201,36785,1119,M600_R1119_9177
600.4476,10240,1040,M600_R1040_9178
600.5361,10155,565,M601_R565_9182
600.9212,124742,759,M601_R759_9183
601.1936,17152,552,M601_R552_9184
601.287,81406,472,M601_R472_9187
601.324,23094364,614,M601_R614_9188
601.3237,5621412,1016,M601_R1016_9189
601.3391,21318762,570,M601_R570_9190
601.3366,26641,1054,M601_R1054_9191
601.3403,11391,768,M601_R768_9192
601.3587,9052926,646,M601_R646_9193
601.3626,32968282,878,M601_R878_9195
601.3699,69890,605,M601_R605_9196
601.3895,256350,1009,M601_R1009_9197
601.3931,378164,318,M601_R318_9198
601.3996,64042,1101,M601_R1101_9199
601.4011,20264,969,M601_R969_9200
601.4329,307281,914,M601_R914_9201
601.4506,27926,1148,M601_R1148_9202
601.5223,3440870,573,M602_R573_9203
601.5241,153372,1030,M602_R1030_9204
601.5326,40578,1137,M602_R1137_9205
601.5621,539249,878,M602_R878_9206
601.5575,117859,622,M602_R622_9207
601.628,16950,587,M602_R587_9208
601.6954,48250,1034,M602_R1034_9209
601.7032,1199121,566,M602_R566_9210
601.7448,37222,827,M602_R827_9211
601.886,10590,1027,M602_R1027_9212
601.8861,346960,566,M602_R566_9213
601.9942,1165815,840,M602_R840_9215
602.1918,65964,864,M602_R864_9217
602.3265,29079489,594,M602_R594_9218
602.3273,2390415,1018,M602_R1018_9219
602.3424,103147,556,M602_R556_9220
602.3626,2481357,645,M602_R645_9222
602.3665,8755733,875,M602_R875_9223
602.3724,18125,605,M602_R605_9224
602.389,424465,317,M602_R317_9225
602.4277,72072,934,M602_R934_9227
602.4807,14879,579,M602_R579_9228
602.5244,23947,1027,M603_R1027_9230
602.5264,810617,565,M603_R565_9231
602.5644,13898,882,M603_R882_9233
602.6316,16075,560,M603_R560_9234
602.7046,135697,566,M603_R566_9235
602.7829,13723,561,M603_R561_9236
602.8858,52112,569,M603_R569_9237
602.958,29451,672,M603_R672_9238
602.9967,190646,864,M603_R864_9239
603.3036,16097,528,M603_R528_9241
603.3294,8690405,586,M603_R586_9243
603.3303,507899,1030,M603_R1030_9244
603.3432,1336185,726,M603_R726_9245
603.3403,58381,619,M603_R619_9246
603.3657,2294109,875,M603_R875_9248
603.364,306106,639,M603_R639_9249
603.3903,102654,774,M603_R774_9250
603.3917,90592,311,M603_R311_9251
603.3907,47044,666,M603_R666_9252
603.4055,234831,984,M603_R984_9253
603.4276,6050865,1063,M603_R1063_9254
603.4473,388413,1097,M603_R1097_9255
603.4663,577912,1147,M603_R1147_9256
603.5252,74232,566,M604_R566_9257
603.6258,16518,1067,M604_R1067_9258
603.9929,108362,864,M604_R864_9259
604.3322,951209,566,M604_R566_9260
604.3307,31674,1027,M604_R1027_9261
604.3459,265860,711,M604_R711_9262
604.3666,241968,879,M604_R879_9263
604.4099,11403,1016,M604_R1016_9267
604.4306,1932135,1062,M604_R1062_9268
604.4504,12315,1098,M604_R1098_9269
604.444,14643,951,M604_R951_9270
604.4696,157414,1146,M604_R1146_9271
604.5311,156952,892,M605_R892_9272
605.2826,24700,419,M605_R419_9276
605.3404,82944,762,M605_R762_9279
605.4063,954843,879,M605_R879_9283
605.4115,31842,1056,M605_R1056_9284
605.4111,10907,1143,M605_R1143_9285
605.4271,293932,977,M605_R977_9286
605.536,49840,911,M606_R911_9288
606.41,200127,878,M606_R878_9290
606.4312,13494,999,M606_R999_9292
607.2346,25854,656,M607_R656_9294
607.3105,87110,623,M607_R623_9298
607.3162,38756,775,M607_R775_9299
607.3289,23739,613,M607_R613_9300
607.3634,19526,464,M607_R464_9301
607.3901,38951,1029,M607_R1029_9303
607.4084,18378,882,M607_R882_9305
607.4284,48978,1146,M607_R1146_9307
607.4431,149342,657,M607_R657_9308
607.4616,26808,693,M607_R693_9310
608.564,89537,1033,M609_R1033_9320
609.1554,490936,980,M609_R980_9323
609.1835,1671793,361,M609_R361_9324
609.2141,11968,662,M609_R662_9325
609.2892,296003,544,M609_R544_9326
609.3487,229821,761,M609_R761_9327
609.3857,31838,685,M609_R685_9328
609.3808,11009,817,M609_R817_9329
609.3832,17151,376,M609_R376_9330
609.4012,11675,888,M609_R888_9331
609.5061,90864,1056,M610_R1056_9335
609.5091,16640,1144,M610_R1144_9336
609.5296,35724,1147,M610_R1147_9337
609.557,57545,1046,M610_R1046_9338
610.1587,49069,980,M610_R980_9340
610.1868,301904,361,M610_R361_9341
610.3598,52403,667,M610_R667_9344
610.4195,7938312,320,M610_R320_9347
610.4195,248752,824,M610_R824_9348
610.5091,12243,1056,M611_R1056_9350
610.619,177820,317,M611_R317_9353
610.8016,49318,314,M611_R314_9354
611.1541,78342,981,M611_R981_9357
611.1888,40450,376,M611_R376_9358
611.2202,28485,793,M611_R793_9359
611.3252,16084,688,M611_R688_9361
611.3452,11949,672,M611_R672_9363
611.3442,46757,1055,M611_R1055_9364
611.4014,70281,530,M611_R530_9367
611.3988,99803,1162,M611_R1162_9368
611.4219,3320603,318,M611_R318_9370
611.4211,61092,816,M611_R816_9371
611.4392,11244,1021,M611_R1021_9374
611.6226,41753,314,M612_R314_9381
612.0402,29589,621,M612_R621_9382
612.3403,19173,659,M612_R659_9384
612.344,12467,1057,M612_R1057_9385
612.4041,29786,1163,M612_R1163_9386
612.4124,10750,930,M612_R930_9387
612.4246,505162,318,M612_R318_9388
612.9537,124666,763,M613_R763_9390
613.2173,25356,793,M613_R793_9392
613.2356,59638,831,M613_R831_9393
613.2819,43862,793,M613_R793_9394
613.3243,241901,591,M613_R591_9396
613.3451,72135,425,M613_R425_9398
613.3599,1969203,707,M613_R707_9399
613.3601,303682,1041,M613_R1041_9400
613.3807,3826094,469,M613_R469_9401
613.3961,3242858,980,M613_R980_9403
613.3806,101580,572,M613_R572_9404
613.3982,768910,993,M613_R993_9405
613.4281,35851,314,M613_R314_9406
613.4327,251850,1110,M613_R1110_9407
613.4465,42574,875,M613_R875_9408
613.5806,22244,488,M614_R488_9410
613.5962,108256,1022,M614_R1022_9411
614.3233,156613,575,M614_R575_9414
614.3633,623716,684,M614_R684_9415
614.3553,113362,579,M614_R579_9416
614.3636,150905,1074,M614_R1074_9417
614.3843,897044,472,M614_R472_9418
614.3927,282502,1023,M614_R1023_9419
614.4001,967038,990,M614_R990_9420
614.5043,10383,1072,M615_R1072_9422
614.5521,19691,1144,M615_R1144_9424
615.1488,17852,348,M615_R348_9425
615.1819,47350,633,M615_R633_9426
615.2082,109217,577,M615_R577_9427
615.3025,721057,491,M615_R491_9428
615.3187,36382,373,M615_R373_9429
615.3286,48762,568,M615_R568_9430
615.3384,147748,1053,M615_R1053_9432
615.3404,4067620,625,M615_R625_9433
615.3658,93728,677,M615_R677_9436
615.3792,518341,912,M615_R912_9437
615.3756,150815,754,M615_R754_9438
615.3863,136337,480,M615_R480_9439
615.4035,470756,1022,M615_R1022_9440
615.4028,48691,887,M615_R887_9441
615.3975,88661,806,M615_R806_9442
615.4083,24992,650,M615_R650_9443
615.52,11436,1055,M616_R1055_9445
615.5394,127173,583,M616_R583_9446
616.0091,100688,888,M616_R888_9447
616.2121,23293,587,M616_R587_9448
616.3066,140880,497,M616_R497_9449
616.3196,11136,373,M616_R373_9451
616.3363,21809,695,M616_R695_9452
616.3432,2417140,601,M616_R601_9453
616.3764,11916,1006,M616_R1006_9454
616.3823,64932,904,M616_R904_9456
616.4014,22120,806,M616_R806_9457
616.4435,1001011,941,M616_R941_9460
617.2569,62033,509,M617_R509_9462
617.2607,15663,827,M617_R827_9463
617.3183,779235,568,M617_R568_9464
617.3455,320282,595,M617_R595_9465
617.358,33387002,802,M617_R802_9467
617.3556,181345,636,M617_R636_9468
617.3856,161640,884,M617_R884_9470
617.3858,587433,1005,M617_R1005_9471
617.4231,16686,1127,M617_R1127_9473
617.4428,223337,1090,M617_R1090_9474
617.4467,224859,941,M617_R941_9475
617.4635,14710,734,M617_R734_9477
617.4824,107547,1147,M617_R1147_9478
617.5588,547875,801,M618_R801_9480
617.665,12683,744,M618_R744_9481
617.7438,36379,770,M618_R770_9482
617.9667,311048,919,M618_R919_9483
618.3142,88421,713,M618_R713_9485
618.3221,118408,566,M618_R566_9486
618.3614,8965089,801,M618_R801_9488
618.3893,106793,1004,M618_R1004_9490
618.4265,12724,1135,M618_R1135_9492
618.4471,19438,1092,M618_R1092_9493
618.4493,12230,954,M618_R954_9494
618.4591,29603,945,M618_R945_9495
618.5482,29679,977,M619_R977_9497
618.5617,11233,802,M619_R802_9499
618.9704,51852,936,M619_R936_9501
619.2556,15602,700,M619_R700_9505
619.3571,1795269,742,M619_R742_9509
619.3852,937493,681,M619_R681_9510
619.401,12933,844,M619_R844_9511
619.422,911095,914,M619_R914_9513
619.4255,377948,1146,M619_R1146_9514
619.4414,1298017,1001,M619_R1001_9515
619.4585,65094,1142,M619_R1142_9516
619.4781,18285,733,M619_R733_9519
620.3606,267930,743,M620_R743_9522
620.3893,221677,681,M620_R681_9523
620.4251,139937,913,M620_R913_9525
620.4271,292347,998,M620_R998_9526
620.4308,101254,1151,M620_R1151_9527
620.4456,271279,990,M620_R990_9528
620.4655,72193,1140,M620_R1140_9530
620.4683,12243,1175,M620_R1175_9531
621.1723,427448,793,M621_R793_9532
621.2138,44752,651,M621_R651_9533
621.2783,47971,467,M621_R467_9534
621.3503,11442,531,M621_R531_9535
621.3603,1009412,807,M621_R807_9536
621.3722,84593,1022,M621_R1022_9537
621.4011,38502,777,M621_R777_9538
621.4009,28082,702,M621_R702_9539
621.4222,536725,913,M621_R913_9541
621.4509,10149,1100,M621_R1100_9545
622.1772,102379,793,M622_R793_9549
622.3115,22399,551,M622_R551_9552
622.3639,180944,827,M622_R827_9553
622.4265,43299,914,M622_R914_9555
622.5172,91833,727,M623_R727_9558
623.1693,448643,793,M623_R793_9560
623.3044,439603,573,M623_R573_9561
623.3057,28347,749,M623_R749_9562
623.3456,195615,703,M623_R703_9563
623.3664,17263,827,M623_R827_9564
623.4026,71503,820,M623_R820_9568
623.4013,16135,717,M623_R717_9569
623.417,1438132,922,M623_R922_9570
623.5201,21732,727,M624_R727_9576
623.5231,20508,1161,M624_R1161_9577
624.1736,103324,793,M624_R793_9578
624.4209,364493,922,M624_R922_9584
625.1687,133004,793,M625_R793_9591
625.1781,43604,348,M625_R348_9592
625.324,119818,609,M625_R609_9594
625.3271,59212,960,M625_R960_9595
625.3597,107459,673,M625_R673_9597
625.3729,14087,464,M625_R464_9598
625.3807,28106,617,M625_R617_9599
625.4168,108977,1125,M625_R1125_9601
625.4337,52173,1131,M625_R1131_9604
626.1715,29585,793,M626_R793_9609
626.3631,10025,663,M626_R663_9613
626.4146,31314,287,M626_R287_9615
626.4224,11434,1126,M626_R1126_9616
626.9044,11831,676,M627_R676_9618
626.9556,431005,741,M627_R741_9620
627.2071,19039,601,M627_R601_9622
627.2323,68703,640,M627_R640_9623
627.2975,46855,486,M627_R486_9625
627.3204,136245,1155,M627_R1155_9627
627.3375,196443,615,M627_R615_9628
627.3395,997408,633,M627_R633_9629
627.3598,924808,448,M627_R448_9630
627.3706,152539,702,M627_R702_9631
627.3967,197925,517,M627_R517_9633
627.4123,3351803,1019,M627_R1019_9634
627.4093,1206774,317,M627_R317_9635
627.4297,61555,884,M627_R884_9636
627.4266,36365,1063,M627_R1063_9637
627.4486,1017121,1129,M627_R1129_9638
627.4656,55006,1131,M627_R1131_9639
627.5085,10258,939,M628_R939_9640
627.6147,86572,1053,M628_R1053_9641
627.9589,25621,742,M628_R742_9642
628.2682,14610,479,M628_R479_9644
628.3237,11622,1154,M628_R1154_9645
628.3347,913936,584,M628_R584_9646
628.3441,259751,612,M628_R612_9647
628.364,98457,460,M628_R460_9648
628.3694,190390,606,M628_R606_9649
628.4159,766477,1019,M628_R1019_9651
628.4123,327984,318,M628_R318_9652
628.4521,247926,1129,M628_R1129_9654
628.9476,36453,771,M629_R771_9657
629.1638,12204,466,M629_R466_9659
629.2312,10477,792,M629_R792_9660
629.2388,62204,858,M629_R858_9661
629.3195,51305,538,M629_R538_9662
629.331,382575,563,M629_R563_9663
629.3551,477681,1039,M629_R1039_9664
629.3554,22391622,635,M629_R635_9665
629.3944,3624176,963,M629_R963_9667
629.3886,315451,672,M629_R672_9668
629.4059,50228,880,M629_R880_9669
629.4162,29627,311,M629_R311_9670
629.4193,523974,1052,M629_R1052_9671
629.4411,16509,1028,M629_R1028_9672
629.4527,12607,694,M629_R694_9674
629.4798,14077,1143,M629_R1143_9676
629.5585,518015,629,M630_R629_9677
629.7435,151403,610,M630_R610_9678
629.8559,31576,722,M630_R722_9679
629.9297,34101,610,M630_R610_9680
629.9892,106550,703,M630_R703_9681
630.2434,20228,852,M630_R852_9682
630.3354,107789,544,M630_R544_9683
630.3585,9678189,630,M630_R630_9684
630.357,100817,1023,M630_R1023_9685
630.3678,16058,621,M630_R621_9686
630.3923,76562,671,M630_R671_9687
630.3982,838476,966,M630_R966_9688
630.4954,15403,1140,M630_R1140_9691
630.5469,278320,931,M631_R931_9692
630.562,122196,610,M631_R610_9693
631.1205,11458,455,M631_R455_9696
631.2724,122355,538,M631_R538_9697
631.2915,28994,742,M631_R742_9698
631.3735,852932,841,M631_R841_9703
631.362,1662957,654,M631_R654_9704
631.3976,128311,968,M631_R968_9705
631.4591,128262,1123,M631_R1123_9707
631.4589,10995,949,M631_R949_9708
631.4798,18673,1079,M631_R1079_9709
631.4975,114359,1162,M631_R1162_9710
631.5507,101216,943,M632_R943_9712
631.8539,50082,722,M632_R722_9713
632.3637,149950,610,M632_R610_9716
632.3772,139506,834,M632_R834_9717
632.3743,401782,670,M632_R670_9718
632.4046,18334,1005,M632_R1005_9719
632.4032,14267,678,M632_R678_9720
632.4609,20943,1124,M632_R1124_9721
632.5044,13979,1156,M633_R1156_9722
633.3076,26308,467,M633_R467_9725
633.3805,703045,753,M633_R753_9728
633.4102,65720,438,M633_R438_9729
633.4166,81133,932,M633_R932_9730
633.4181,37053,1022,M633_R1022_9731
633.4437,138552,1146,M633_R1146_9732
633.4379,11480,1022,M633_R1022_9733
633.4569,60751,1069,M633_R1069_9734
633.4594,17136,961,M633_R961_9735
633.4695,29218,1145,M633_R1145_9737
634.3842,292916,748,M634_R748_9743
634.4129,10221,449,M634_R449_9744
634.4199,26055,1036,M634_R1036_9746
634.4474,22931,1146,M634_R1146_9747
634.4832,73727,1176,M634_R1176_9749
634.5203,22256,1196,M635_R1196_9750
635.1748,142009,633,M635_R633_9753
635.3503,448203,344,M635_R344_9755
635.3896,10823,751,M635_R751_9758
635.419,253947,1059,M635_R1059_9759
635.4171,112919,822,M635_R822_9760
635.4332,12010,748,M635_R748_9761
635.4365,21295,892,M635_R892_9762
635.4373,24307,968,M635_R968_9763
635.4744,26834,1045,M635_R1045_9764
635.4849,10557,1176,M635_R1176_9765
635.4882,15007,953,M635_R953_9766
635.9452,150181,733,M636_R733_9767
636.1327,15207,728,M636_R728_9769
636.3241,91806,572,M636_R572_9771
636.3535,30243,363,M636_R363_9772
636.4234,13749,1039,M636_R1039_9773
636.423,26414,893,M636_R893_9774
636.4808,10610,1176,M636_R1176_9775
636.5331,251384,874,M637_R874_9776
636.5573,11447,1168,M637_R1168_9777
637.178,136953,330,M637_R330_9779
637.2442,147431,665,M637_R665_9780
637.3206,53539,589,M637_R589_9783
637.3603,23036,719,M637_R719_9785
637.3951,38566,727,M637_R727_9786
637.4077,24078,702,M637_R702_9787
637.4187,3306036,950,M637_R950_9788
637.4326,95900,1036,M637_R1036_9789
637.5356,68002,875,M638_R875_9792
638.1817,32253,330,M638_R330_9796
638.2482,29493,669,M638_R669_9798
638.4223,870628,959,M638_R959_9800
639.1925,83510,465,M639_R465_9804
639.2238,24118,606,M639_R606_9805
639.3394,556879,625,M639_R625_9810
639.3967,31900,656,M639_R656_9814
639.4101,11780,685,M639_R685_9816
639.4148,109726,913,M639_R913_9817
639.4329,104047,763,M639_R763_9818
639.4846,48455,1141,M639_R1141_9821
640.1964,19480,465,M640_R465_9822
640.3426,92869,623,M640_R623_9824
640.3703,13789,671,M640_R671_9825
640.4293,10203,724,M640_R724_9827
641.3223,15128,600,M641_R600_9833
641.3386,557023,719,M641_R719_9834
641.3319,56330,576,M641_R576_9835
641.3545,72877,630,M641_R630_9836
641.3756,12087,502,M641_R502_9837
641.3902,119263,732,M641_R732_9838
641.4113,335269,1131,M641_R1131_9840
641.4118,64536,549,M641_R549_9841
641.4277,5960151,1041,M641_R1041_9842
641.4635,1250632,1147,M641_R1147_9844
641.6336,150962,1071,M642_R1071_9845
642.0182,41247,873,M642_R873_9847
642.3482,67577,582,M642_R582_9850
642.3834,10416,608,M642_R608_9852
642.4144,81520,1130,M642_R1130_9854
642.4313,2142090,1041,M642_R1041_9855
642.4675,325764,1147,M642_R1147_9856
643.0223,11799,873,M643_R873_9859
643.3342,560476,559,M643_R559_9861
643.3305,94240,692,M643_R692_9862
643.3448,2194159,581,M643_R581_9863
643.3711,483570,657,M643_R657_9865
643.3912,251436,443,M643_R443_9866
643.4014,12614,893,M643_R893_9868
643.4343,271232,1043,M643_R1043_9869
643.4288,864648,846,M643_R846_9870
643.4275,176570,691,M643_R691_9871
643.4698,10938,1147,M643_R1147_9874
643.5165,224879,991,M644_R991_9875
643.9998,28587,869,M644_R869_9878
644.0127,1965879,871,M644_R871_9879
644.2184,36457,873,M644_R873_9880
644.3368,38534,572,M644_R572_9882
644.3472,482179,569,M644_R569_9883
644.3739,144952,649,M644_R649_9884
644.3631,83385,539,M644_R539_9885
644.3967,35216,450,M644_R450_9886
644.3936,10628,591,M644_R591_9887
644.4321,130690,844,M644_R844_9888
644.4365,10112,1071,M644_R1071_9889
644.4417,13044,1073,M644_R1073_9890
644.474,171926,1070,M644_R1070_9891
644.5265,21182,850,M645_R850_9893
644.5228,60953,968,M645_R968_9894
